ticker,company_name,company_name_jp,sector,industry,country,website,business_summary,employees,market_cap,currency,exchange,current_price,previous_close,method,datadate
7713,"Sigmakoki Co., Ltd.",SIGMA KOKI CO LTD,Technology,Electronic Components,Japan,https://www.sigma-koki.com,"Sigmakoki Co., Ltd., together with its subsidiaries, provides optical equipment products in Japan. The company offers opto-mechanics/manual stages and holders, which include stages, holders, bases, rods, poles, clamps, cage systems stages, etc.; and optics/coating products, including multi-element optics, mirrors, beam splitters, filters, lenses, prisms, polarizers, laser crystals, nonlinear crystals, substrates, windows, etc. It also provides motion control application systems that comprise automatic positioning devices, optical measurement devices, and software for positioning and measurement; and laser system products, including optical modules, lens units, laser processing systems, laser application system products, etc. In addition, the company offers bio-medical related products, such as micromanipulation systems, motorized stage systems for microscope, core units for microscopy, bio and medical devices, etc.; and optical application system products consisting optical fiber alignment systems, optical systems for observation, and contracted and custom-made products. Sigmakoki Co., Ltd. was incorporated in 1977 and is headquartered in Hidaka, Japan.",544.0,10679924736.0,JPY,JPX,1508.0,1507.0,yfinance,2025-10-24
7711,"Sukegawa Electric Co., Ltd.",SUKEGAWA ELECTRIC CO,Industrials,Electrical Equipment & Parts,Japan,https://www.sukegawadenki.co.jp,"Sukegawa Electric Co., Ltd. manufactures and sells energy and industrial systems in Japan. It offers mineral insulated cables, including simple and multi-core coaxial, two and four-core double-sheathed, two and four-core twisted, and banded-type cables; temperature sensors comprising thermocouples, resistance bulbs, sheathed wires, and heat flux sensors; micro heaters for general type industrial plants and various apparatuses for facilities related with vacuum components; and sheathed heaters that are used as the heat source for various devices. The company also provides a range of vacuum components, such as steping motors, aluminum alloy ultra vacuum chambers, vacuum systems, vacuum furnaces with carbon heater, hot plate with cold systems, and vacuum heat treating furnaces; and molten metal systems comprising electromagnetic pumps, Pb-Bi test loops, liquid level indicators, and electromagnetic flowmeters and pump type sand mold casting systems, as well as induction type level meters and control panels. In addition, it offers various apparatuses, control system, fuel rods simulators, boiling water capsules, electromagnetic sensors, fuel cell gas heating units, fuel cell test facilities, and electromagnetic horns for use in the energy field. Sukegawa Electric Co., Ltd. was incorporated in 1949 and is headquartered in Takahagi, Japan.",213.0,50185891840.0,JPY,JPX,9100.0,9250.0,yfinance,2025-10-24
7709,KUBOTEK Corporation,KUBOTEK CORP,Technology,Computer Hardware,Japan,https://www.kubotek.com,"KUBOTEK Corporation manufactures and sells computer systems, robots, exterior inspection systems, and line observation, monitoring, and management systems in Japan, the United States, and South Korea. Its Inspection Systems division manufactures and sells flexible and versatile inspection products for manufacturing industry. The company Media & Network Systems division supplies systems that integrate the compression of image, video data and network for use in various remote monitoring systems, public video display systems, etc. Its Creation Engineering division provides computer assisted creation systems that integrate the measurement and machining functions with the modeling function. The company also develops, manufactures, and sells optical image processing visual inspection equipment, CAD/CAM software, video transmission equipment, and 3D solution systems. KUBOTEK Corporation was founded in 1979 and is headquartered in Osaka, Japan.",71.0,2657183232.0,JPY,JPX,193.0,195.0,yfinance,2025-10-24
7707,"Precision System Science Co., Ltd.",PRECISION SYSTEM SCIENCE CO,Healthcare,Medical Devices,Japan,https://www.pss.co.jp,"Precision System Science Co., Ltd., together with its subsidiaries, develops, manufactures, and sells automated systems/instruments, other physicochemical instruments, software, and other products. The company manufactures and sells plastic consumables, which are used in automated systems/instruments; reagents; and automated nucleic acid extraction systems. It also offers geneLEAD, an instrument for molecular testing; LecChip series for research; and extraction reagents for nucleic acid extraction and biochemical testing. In addition, the company is involved in research and development of automated technologies support for the in vitro diagnosis testing market, including genetic and protein tests. The company was incorporated in 1985 and is headquartered in Matsudo, Japan.",151.0,5057483776.0,JPY,JPX,186.0,188.0,yfinance,2025-10-24
7702,"JMS Co.,Ltd.",JMS CO LTD,Healthcare,Medical Instruments & Supplies,Japan,https://www.jms.cc,"JMS Co.,Ltd. manufactures, sells, exports, and imports medical devices and pharmaceuticals in Japan, Singapore, Indonesia, China, the Philippines, South Korea, and internationally. The company offers infusion and nutrition solutions, which includes needless access port, closed drug mixing and infusion system, infusion pump, and oral and enteral nutrition system for treatment and laboratory testing; and dialysis solutions including dialysis equipment for hemodialysis, peritoneal dialysis solution, and APD equipment that automatically performs the injection and discharge of peritoneal dialysis solution. It also provides surgical treatment solution comprising products that are used in cardiac surgery and cardiovascular internal medicine, such as membrane oxygenator and cardiopulmonary blood tubing sets. In addition, the company offers blood management and cell therapy solutions, which includes serum collection sets and blood bags. Further, it provides logistics and other equipment; and offers maintenance works and sanatorium services. The company was incorporated in 1947 and is headquartered in Hiroshima, Japan.",5469.0,10953148416.0,JPY,JPX,447.0,443.0,yfinance,2025-10-24
7701,Shimadzu Corporation,SHIMADZU CORP,Technology,Scientific & Technical Instruments,Japan,https://www.shimadzu.com,"Shimadzu Corporation provides equipment solutions in Japan and Internationally. It operates through Measuring Instruments, Medical Equipment, Industrial Equipment, and Aircraft Equipment business segments. The company offers analytical and measuring instruments include gas and liquid chromatography, gas and liquid chromatograph-mass spectrometry, software and informatics, molecular spectroscopy, elemental analysis, surface analysis, life science lab instrument, material testing, non-destructive testing, total organic carbon analysis, continuous monitoring analysis, thermal analysis, particle size analysis, and balance products, as well as MALDI-based instruments and solutions, columns, reagents, and consumables products. It also provides medical systems comprising angiography, fluoroscopy, mobile C-arm, radiography, mobile X-ray systems, PET, and fluorescence imaging products; optical devices which consist of diffraction gratings, aspherical mirrors, laser mirrors and windows for high power lasers, polka-dot beam splitters, laser spectrum analyzers, and precision refractometers. In addition, the company offers vacuum and industrial machinery, including turbo molecular pumps, helium leak detectors, multi deposition system, vacuum heat-treatment furnaces, liquid delivery equipment gear pumps, mechatronic systems glass fiber winders, ferromagnetic object detector, underwater optical wireless communication, liquid crystal injection system, and dynamic balancing machines. Further, the company provides hydraulic equipment, such as hydraulic gear pumps, power packages, and multi control valves; and aircraft equipment, including electro-mechanical actuators, flight control systems, and landing gear systems. It serves to the Spectroscopic Analysis, Optical Communication, Laser, Medical, and Food industries. Shimadzu Corporation was founded in 1875 and is headquartered in Kyoto, Japan.",14753.0,1219811606528.0,JPY,JPX,4222.0,4169.0,yfinance,2025-10-24
7699,Omni-Plus System Limited,OMNI-PLUS SYSTEM LTD,Industrials,Industrial Distribution,Singapore,https://www.omniplussystem.com,Omni-Plus System Limited engages in the manufacturing and distribution of commodity and engineering plastics in Singapore and internationally. It sells catalogs and general-purpose products; and develops and manufactures resin compounds. The company was incorporated in 2002 and is based in Singapore.,,16972621824.0,JPY,JPX,806.0,806.0,yfinance,2025-10-24
7698,Iceco Inc.,ICECO INC,Consumer Defensive,Food Distribution,Japan,https://www.iceco.co.jp,"Iceco Inc. engages in the wholesale of ice creams and frozen foods. The company sells ice creams and frozen foods for commercial use in retail stores, such as drugstores and food supermarkets. It also operates stores and supermarkets focusing on fresh products, including fruits and vegetables, fresh fish, and meat under the Super Seisenkan TAIGA name. Iceco Inc. was founded in 1948 and is headquartered in Yokohama, Japan.",850.0,8073296896.0,JPY,JPX,2067.0,2072.0,yfinance,2025-10-24
7695,"Koukandekirukun, Inc.",KOUKANDEKIRUKUN INC,Consumer Cyclical,Internet Retail,Japan,https://www.dekirukun.co.jp/co/,"Koukandekirukun, Inc. engages in the sale of housing equipment online. The company offers built-in gas stoves, dishwashers, range hoods, IH cooking heaters, faucets, kitchen cupboards, toilets, bathroom vanity products, bathroom heaters/dryers, gas water heaters, ceiling-mounted air conditioners, wall-mounted air conditioners, disposers, warm water washing toilet seats, washstands, bathroom dryers, gas clothes dryers, ventilation fans, and built-in ovens. It also provides installation and disposal of equipment. The company was incorporated in 1998 and is headquartered in Tokyo, Japan.",170.0,5850510848.0,JPY,JPX,2461.0,2480.0,yfinance,2025-10-24
7694,itsumo.inc.,ITSUMO INC,Industrials,Specialty Business Services,Japan,https://itsumo365.co.jp,"itsumo.inc. provides direct-to-consumer and e-commerce marketing services to brand manufacturers primarily in Japan. The company offers consulting, attracting customers, operation agency, logistics/backyard, strategy planning, site construction/operation, digital marketing, and fulfillment, as well as overseas sale services for e-commerce business. It also provides multi-channel development on brand EC sites; M&A and growth support for D2C and EC brands; EC human resource development; and SNS and EC promotion planning and operation. The company's customers include national manufacturers, small and medium-sized companies, and local governments; and various industries, such as cosmetics, food, daily necessities, home appliances, interiors, and babies. itsumo.inc. was incorporated in 2007 and is headquartered in Tokyo, Japan.",239.0,4862615552.0,JPY,JPX,820.0,834.0,yfinance,2025-10-24
7693,"Hokkaido Shika Sangyo Co., Ltd.","7693.T,0P0001KVLC,0",,,Japan,,,,504000000.0,JPY,JPX,,,yfinance,2025-10-24
7692,Earth Infinity Co.Ltd.,EARTH INFINITY CO LTD,Utilities,Utilities - Diversified,Japan,https://www.earth-infinity.co.jp,"Earth Infinity Co.Ltd. engages in the electricity and gas retail businesses in Japan. It is also involved in the manufacture, sale, installation, and wholesale of electronic equipment, such as inverters and breakers, as well as sale of storage batteries and solar panels. The company was incorporated in 2002 and is headquartered in Osaka, Japan.",,11783930880.0,JPY,JPX,107.0,110.0,yfinance,2025-10-24
7691,C Channel Corporation,C CHANNEL CORPORATION,Communication Services,Internet Content & Information,Japan,https://www.cchan.tv,"C Channel Corporation owns and operates an online lifestyle video outlet that provides information about fashion, food, hair, makeup, and travel. The company was incorporated in 2014 and is based in Tokyo, Japan.",,861660032.0,JPY,JPX,30.0,30.0,yfinance,2025-10-24
7690,Current Motor Corporation,"7690.T,0P0001JPRO,0",,,Japan,,,,1260000000.0,JPY,JPX,,,yfinance,2025-10-24
7689,Copa Corporation Inc.,COPA CORP INC,Communication Services,Advertising Agencies,Japan,https://www.copa.co.jp,"Copa Corporation Inc. engages in the product demonstration sale and wholesale business in Japan. It is also involved in product planning and development business; TV shopping appearances and product wholesale business; production of promotional videos; and mail-order sales through internet, as well as sales consulting activities. The company was incorporated in 1998 and is headquartered in Tokyo, Japan.",45.0,1451809280.0,JPY,JPX,490.0,491.0,yfinance,2025-10-24
7687,"MICREED Co.,Ltd.",MICREED CO LTD,Consumer Defensive,Food Distribution,Japan,https://www.micreed.co.jp,"MICREED Co.,Ltd. engages in the mail-order sale of commercial ingredients to small and medium restaurants in Japan. It offers meat, fish, vegetables, skewers, fried foods, and desserts. The company was founded in 1995 and is based in Tokyo, Japan.",28.0,3664263936.0,JPY,JPX,554.0,554.0,yfinance,2025-10-24
7686,"HitoMile Co., Ltd.",HITOMILE CO LTD,Consumer Defensive,Food Distribution,Japan,https://www.hitomile.co.jp,"HitoMile Co., Ltd., together with its subsidiaries, engages in wholesale business of alcoholic beverages and other foodstuffs in Japan. The company provides investment management and home delivery services; and delivers dairy products. It also offers flowers through a select shop. The company was formerly known as Kakuyasu Group Co., Ltd. and changed its name to HitoMile Co., Ltd. in July 2025. HitoMile Co., Ltd. was founded in 1921 and is based in Tokyo, Japan.",1992.0,12938873856.0,JPY,JPX,450.0,452.0,yfinance,2025-10-24
7685,"BuySell Technologies Co.,Ltd.",BUYSELL TECHNOLOGIES CO LTD,Consumer Cyclical,Internet Retail,Japan,https://buysell-technologies.com,"BuySell Technologies Co.,Ltd. engages in the kimono/branded goods reuse business in Japan. The company purchases and sells stamps, kimonos, old coins, precious metals, jewelry, bags, watches, jewelry, alcohol, cameras, etc. through its EC sites and malls, stores, and BtoB auction. It also engages in the reuse franchise business. The company was incorporated in 2001 and is headquartered in Tokyo, Japan.",2336.0,110217879552.0,JPY,JPX,3575.0,3665.0,yfinance,2025-10-24
7683,"WA, Inc.",WA INC,Consumer Cyclical,Apparel Retail,Japan,https://www.wa-jp.com,"WA, Inc. engages in the planning and sale of women's shoes through stores and online stores in Japan. It offers its products under the ORiental Traffic, WA ORiental Traffic, ORTR, NICAL, KIDS, and WA!KARU brands. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",512.0,25470355456.0,JPY,JPX,1335.0,1336.0,yfinance,2025-10-24
7682,"Hamayuu Co.,Ltd.",HAMAYUU CO LTD,Consumer Cyclical,Restaurants,Japan,https://www.hamayuu.co.jp,"Hamayuu Co.,Ltd. operates Chinese cuisine restaurants in Japan. The company was founded in 1961 and is based in Nagoya, Japan.",,8403841536.0,JPY,JPX,3885.0,3895.0,yfinance,2025-10-24
7681,"LEOCLAN Co.,Ltd.",LEOCLAN CO LTD,Healthcare,Medical Distribution,Japan,https://www.leoclan.co.jp,"LEOCLAN Co.,Ltd. operates as a medical equipment trading company that meets various medical care, welfare, and health needs. It operates through three segments: Medical Total Solutions Business, Remote Image Diagnosis Service Business, and School Lunch Business. The Medical Total Solutions Business segment provides incidental maintenance services; and interior decoration construction and installation works for medical institutions, preventive/health checkup facilities, nursing care and welfare facilities, etc. based on consulting services, such as selection of medical equipment, as well as sells medical equipment and medical information systems. The Remote Image Diagnosis Service Business segment offers services in which diagnostic radiology specialists remotely diagnose image data taken by MRI, CT, etc., and provides information. The School Lunch Business segment provides school lunch services, including regular meals, medical meals, and other meals to nursing care and welfare facilities. LEOCLAN Co.,Ltd. was incorporated in 2001 and is headquartered in Settsu, Japan.",170.0,6629925888.0,JPY,JPX,1123.0,1116.0,yfinance,2025-10-24
7680,"KEIJIDOUSHAKAN.Co.,Ltd.",KEIJIDOUSHAKAN CO LTD,Consumer Cyclical,Auto & Truck Dealerships,Japan,https://www.keijidousyakan.com,"KEIJIDOUSHAKAN.Co.,Ltd. engages in buying and selling new/used cars. It also sells automotive parts, as well as provides car maintenance and insurance agency services. The company was incorporated in 1998 and is headquartered Sapporo, Japan.",,164604000.0,JPY,JPX,3190.0,3190.0,yfinance,2025-10-24
7679,"YAKUODO HOLDINGS Co., Ltd.",YAKUODO HLDGS CO LTD,Healthcare,Pharmaceutical Retailers,Japan,https://www.yakuodo-hd.co.jp,"YAKUODO HOLDINGS Co., Ltd., through its subsidiaries, engages in drugstore business in Japan. It retails health products, including energy drinks, cold medicine, disposable diapers for nursing care, and sanitary products; beauty products comprising skincare, cosmetics, and hair and oral care products; home products, such as detergents and household paper; and food products that include frozen food, beer, and chuhai. The company was founded in 1978 and is headquartered in Morioka, Japan.",1000.0,41177747456.0,JPY,JPX,2117.0,2133.0,yfinance,2025-10-24
7678,"Asakuma Co.,Ltd",ASAKUMA CO LTD,Consumer Cyclical,Restaurants,Japan,https://www.asakuma.co.jp,"Asakuma Co.,Ltd, together with its subsidiary, engages in the restaurant management and franchise business in Japan. It operates restaurants under the Steak no Asakuma name; Motsuyaki Izakaya under the Ebisu San name; Indonesian restaurant under the Surabaya name; and the Indonesian style Izakaya under the Wayang Bali name. The company was incorporated in 1948 and is based in Nagoya, Japan. Asakuma Co.,Ltd operates as a subsidiary of Tempos Holdings Co., Ltd.",107.0,23063631872.0,JPY,JPX,4340.0,4335.0,yfinance,2025-10-24
7677,"Yashima & Co.,Ltd.",YASHIMA & CO LTD,Industrials,Railroads,Japan,https://www.yashima-co.co.jp,"Yashima & Co.,Ltd. engages in the sale, maintenance, and import/export of railway related products and electronic parts for industrial machines in Japan and internationally. The company operates through two segments, Railway Business and General Business. It offers tachometer generators, connectors, optical harness, sensors, door switches, terminal boards, power supply devices, polycarbonate window units, compressors for air-conditioning, brake-parts, wheelsets, wipers, flooring materials, and other electrical and mechanical parts and maintenance equipment. The company sells its products to railway operators, railway vehicle manufacturers, manufacturers of electrical components for railway vehicles and body equipment, industrial equipment manufacturers, electric power equipment manufacturers, automotive manufacturers, and commercial equipment mail order business operators. Yashima & Co.,Ltd. was incorporated in 1948 and is headquartered in Tokyo, Japan.",266.0,7747390976.0,JPY,JPX,2700.0,2700.0,yfinance,2025-10-24
7674,"NATTY SWANKY holdings Co.,Ltd.",NATTY SWANKY HOLDINGS CO LTD,Consumer Cyclical,Restaurants,Japan,https://nattyswanky.com,"NATTY SWANKY holdings Co.,Ltd. manages restaurants. The company was founded in 2001 and is headquartered in Tokyo, Japan.",279.0,7451334144.0,JPY,JPX,3045.0,3045.0,yfinance,2025-10-24
7673,"Daiko Tsusan Co.,Ltd.",DAIKO TSUSAN CO LTD,Technology,Communication Equipment,Japan,https://www.daiko-tsusan.co.jp,"Daiko Tsusan Co.,Ltd. operates as a trading company in the fields of CATV and information and telecommunications in Japan and internationally. The company is involved in manufacturing, selling, leasing, and rental of information communication cables, materials, equipment and accessories, tools and measuring equipment; and office automation equipment and software. It also offers consulting services, as well as undertakes design and construction, and maintenance works. Daiko Tsusan Co.,Ltd. was incorporated in 1975 and is headquartered in Matsuyama, Japan.",142.0,8313376768.0,JPY,JPX,1559.0,1575.0,yfinance,2025-10-24
7670,O-Well Corporation,O-WELL CORPORATION,Industrials,Conglomerates,Japan,https://www.owell.co.jp,"O-Well Corporation supplies industrial materials and services in Japan and internationally. It offers paint and coating materials; coating equipment; pollution control equipment; metallic surface treatment agents; coating equipment; painting and coating devices/tools; pollution control equipment; special equipment; and measuring devices. It also provides chemical and other material products; electronics products, including semiconductor-related, electrical and electronic mechanical components, RFID-related, sensors, and others; and LED lighting products, as well as involved in design/supervision of carious incidental construction works. The company was formerly known as Ohmiya Kogyo Co.,Ltd. and changed its name to O-Well Corporation in 1992. O-Well Corporation was incorporated in 1943 and is headquartered in Osaka, Japan.",619.0,9923950592.0,JPY,JPX,988.0,989.0,yfinance,2025-10-24
7649,"Sugi Holdings Co.,Ltd.",SUGI HOLDINGS CO.LTD.,Healthcare,Pharmaceutical Retailers,Japan,https://www.sugi-hd.co.jp,"Sugi Holdings Co.,Ltd. operates drugstores in Japan. The company also provides self-care support services, including meal delivery, cancer and other health checkups, specific health guidance, health information, and community comprehensive agreements; health care support, such as medicine support, home-visit dispensing and nursing, prevention programs, shopping assistance, and mobility support services. In addition, it also engages in drugstore operation, dispensing pharmacy operation, medical consultation, business in foreign countries, Chinese medicine pharmacy operations, disease prevention and health support, promotion of disabled employment, home visit nursing and elderly home-care support, support for commencement of medical practice, comprehensive staff agency service, and support business for pharmacy operations. Sugi Holdings Co.,Ltd. was founded in 1976 and is headquartered in Obu, Japan.",11820.0,631595597824.0,JPY,JPX,3490.0,3538.0,yfinance,2025-10-24
7646,"PLANT Co.,Ltd.",PLANT CO LTD,Consumer Defensive,Discount Stores,Japan,https://www.plant-co.jp,"PLANT Co.,Ltd. operates supercenters in Japan. The company provides food items, such as chicken and pork products, bakery products, rice balls, side dishes, burgers, hors d'oeuvres, and fresh juices, as well as clothing and housing products. It sells its products online. PLANT Co.,Ltd. was founded in 1981 and is headquartered in Sakai, Japan.",685.0,11363931136.0,JPY,JPX,1646.0,1648.0,yfinance,2025-10-24
7643,"Daiichi Co.,Ltd.",DAIICHI CO LTD,Consumer Defensive,Grocery Stores,Japan,https://www.daiichi-d.co.jp,"Daiichi Co.,Ltd. operates supermarkets in Japan. It also rents real estate properties. The company was formerly known as first Super Co., Ltd. and changed its name to Daiichi Co.,Ltd. in November 1991. Daiichi Co.,Ltd. was incorporated in 1958 and is headquartered in Obihiro, Japan.",285.0,18543900672.0,JPY,JPX,1651.0,1651.0,yfinance,2025-10-24
7640,"TOP CULTURE Co.,Ltd.",TOP CULTURE CO LTD,Consumer Cyclical,Specialty Retail,Japan,https://www.topculture.co.jp,"TOP CULTURE Co.,Ltd. operates retail stores in Japan. It sells and rents books, stationery, music, video software, and other goods. The company also engages in the buying and selling of used books, music and video software, game consoles, and game software, as well as offers battle spaces. In addition, it manages soccer clubs and schools; plans and operates sports facilities; and operates a brain and mind-visiting nursing station for mental illness and dementia, as well as operates coworking spaces. The company was incorporated in 1975 and is headquartered in Niigata, Japan.",198.0,3122183936.0,JPY,JPX,200.0,206.0,yfinance,2025-10-24
7638,"NEW ART HOLDINGS Co., Ltd.",NEW ART HOLDINGS CO LTD,Consumer Cyclical,Luxury Goods,Japan,https://newart-ir.jp,"NEW ART HOLDINGS Co., Ltd. operates bridal jewelry business in Japan. The company offers bridal and fashion jewelry; artworks; and planning and operation of art auctions. It operates esthetic salons; manufactures and sales cosmetics and health food products; and develops and sells sporting goods. In addition, the company offers engagement rings and marriage rings under the Ginza Diamond Shiraishi and Excelco Diamond brands. The company was formerly known as New Art Co., Ltd. and changed its name to NEW ART HOLDINGS Co., Ltd. in October 2018. NEW ART HOLDINGS Co., Ltd. was incorporated in 1966 and is headquartered in Chuo, Japan.",911.0,23268431872.0,JPY,JPX,1473.0,1472.0,yfinance,2025-10-24
7637,"Hakudo Co., Ltd.",HAKUDO CO LTD,Industrials,Metal Fabrication,Japan,https://www.hakudo.co.jp,"Hakudo Co., Ltd. processes and sells metal and plastic materials in Japan, China, Thailand, and Vietnam. It offers aluminum tubes, copper, and stainless-steel plates, and bars; and elongated copper products, as well as special steel, titanium, and engineering plastics. The company was founded in 1932 and is headquartered in Tokyo, Japan.",398.0,25666287616.0,JPY,JPX,2263.0,2263.0,yfinance,2025-10-24
7636,"Handsman Co., Ltd.",HANDSMAN CO LTD,Consumer Cyclical,Specialty Retail,Japan,https://www.handsman.co.jp,"Handsman Co., Ltd. operates DIY home centers under the Handsman name in Japan. The company offers household, car, and other leisure goods. It also provides hobby/wood, building materials; hand and power tools, hardware, paint, and adhesives. The company offers its products through online. The company was formerly known as Ozono Co., Ltd. and changed its name to Handsman Co., Ltd. in 1995. Handsman Co., Ltd. was founded in 1914 and is headquartered in Miyakonojo, Japan.",184.0,11475506176.0,JPY,JPX,834.0,831.0,yfinance,2025-10-24
7635,"Sugita Ace Co.,Ltd.",SUGITA ACE CO LTD,Industrials,Building Products & Equipment,Japan,https://www.sugita-ace.co.jp,"Sugita Ace Co.,Ltd., together with its subsidiaries, engages in the wholesale of building hardware and general building-related materials to hardware stores, building material trading companies, and metal contractors in Japan. It operates in Route Business and Direct Demand Business segments. The company offers joinery products, such as locks and hinges; condominium/housing products, which include mailboxes and clothes drying hardware; interior products; and auxiliary construction materials, such as stainless-steel pipes, sealing materials, waterproof materials, etc. It also provides aluminum rooftops, veranda handrails, barrier-free products, landscape products, car stops, etc. In addition, the company sells DIY products to home centers and mail-order companies; and architectural hardware, including OEM products to house builders and building materials manufacturers. The company was incorporated in 1948 and is headquartered in Tokyo, Japan.",623.0,6582939648.0,JPY,JPX,1227.0,1232.0,yfinance,2025-10-24
7634,"Hoshi Iryo-Sanki Co., Ltd.",HOSHIIRYO-SANKI CO LTD,Healthcare,Medical Distribution,Japan,https://www.hosi.co.jp,"Hoshi Iryo-Sanki Co., Ltd. manufactures and sells pharmaceutical medical oxygen and nitrous oxides in Japan. It operates in five segments: Medical Gas Related Business; Home Medical Care Related Business; Medical Gas Equipment Construction Related Business; Nursing Care and Welfare Related Business; and Nursing Care Facility-Related Business. The Medical Gas Related Business segment sells medical oxygen gas, anesthetic gas, and other medical gases. The Home Medical Care Related Business segment rents and sells oxygen concentrators for home oxygen therapy, and continuous positive airway and sales. The Medical Gas Equipment Construction Related Business segment designs and constructs of medical gas piping works, as well as maintains and inspects of medical gas piping equipment. The Nursing Care and Welfare Related Business segment offers rental and sale of care and welfare related products and equipment, home renovation, visiting nursing, and home care support services. The Nursing Care Facility-Related Business segment operates the paid nursing homes and day care facilities, and other related operations. The company was founded in 1960 and is headquartered in Tokyo, Japan.",500.0,15429339136.0,JPY,JPX,4940.0,4980.0,yfinance,2025-10-24
7630,"Ichibanya Co., Ltd.",ICHIBANYA CO LTD,Consumer Cyclical,Restaurants,Japan,https://www.ichibanya.co.jp,"Ichibanya Co., Ltd. operates and franchises curry specialty stores in Japan and internationally. The company operates directly managed and franchised restaurants under the CURRY HOUSE CoCo ICHIBANYA and Pasta de CoCo brands. It also provides store management guidance; and leases its trademarks to food manufacturers. The company was founded in 1978 and is headquartered in Ichinomiya, Japan. Ichibanya Co., Ltd. is a subsidiary of House Foods Group Inc.",1235.0,147315703808.0,JPY,JPX,923.0,934.0,yfinance,2025-10-24
7628,Ohashi Technica Inc.,OHASHI TECHNICA,Consumer Cyclical,Auto Parts,Japan,https://www.ohashi.co.jp,"Ohashi Technica Inc. develops, manufactures, and sells automotive parts and other components in Japan, the United States, Mexico, Thailand, Taiwan, China, and Europe. Its automotive parts comprise engine and mission, differential, brake, body and chasse, and interior/exterior components; and information technology (IT) and communications device parts include mobile phone hinges and others. The company also offers precision oil pump shafts used in dual clutch transmission; and piezo injector components for diesel engines. In addition, it plans, develops, produces, and markets precision components assembled to various products in automobile and other industries, as well as engages in procurement and import / export businesses. The company was formerly known as Ohashi Shoji, Inc. and changed its name to Ohashi Technica Inc. in May 1987. Ohashi Technica Inc. was founded in 1951 and is headquartered in Tokyo, Japan.",736.0,27444613120.0,JPY,JPX,2146.0,2144.0,yfinance,2025-10-24
7625,"Global-Dining, Inc.",GLOBAL-DINING INC,Consumer Cyclical,Restaurants,Japan,https://www.global-dining.com,"Global-Dining, Inc. engages in the coffee shops and restaurant management business in Japan and the United States. It operates restaurants under the Cafe La Boheme, Zest Cantina, Monsoon Cafe, Gonpachi, LB, Tableaux, Tableaux Lounge, Stellato Supper Club, Cafe Legato, LIGNIS, Food Colosseum, DEcadence du Chocolat, Wedding Saloon Party, Taco Fanatico, and Bartizan, as well as Twelve Twelve, eBoheme, and GONPANCHI names. The company was incorporated in 1939 and is headquartered in Minato-ku, Japan.",187.0,4001318400.0,JPY,JPX,384.0,387.0,yfinance,2025-10-24
7624,"Naito & Co., Ltd.",NAITO & CO LTD,Industrials,Industrial Distribution,Japan,https://www.naito.net,"Naito & Co., Ltd., a trading company, engages in sale of cutting tools, mechanical tools, industrial devices, machine tools, and other products in Japan and internationally. The company's cutting tools include carbide tools, special steel tools, abrasives, and diamond tools; and measurement devices comprise 3D measuring machines, shape measuring devices, optical measurement devices, torque machines, various test equipment, foreign object detectors, and others, as well as vernier calipers, micrometers, dial gauges, and gauges. Its industrial devices consist of tooling products, complementary tools, pneumatic equipment, hydraulic equipment, environmental equipment, and working tools; and machine tools comprise lathes, milling machines, machining centers, grinding machines, electric discharge machines, robots, and CAD/CAM systems. The company was founded in 1945 and is headquartered in Tokyo, Japan.",319.0,7611811328.0,JPY,JPX,139.0,139.0,yfinance,2025-10-24
7621,"Ukai Co.,Ltd.",UKAI CO LTD,Consumer Cyclical,Restaurants,Japan,https://www.ukai.co.jp,"Ukai Co.,Ltd. engages in the operation of restaurants and museums in Japan. It operates in three segments: Restaurant Division, Product Sales Division, and Culture Division. The company operates Japanese and western food restaurants, as well as operates art museum exhibitions. It also manufactures and sells confectionery and food products. The company was founded in 1964 and is headquartered in Hachioji, Japan.",,20075401216.0,JPY,JPX,3575.0,3580.0,yfinance,2025-10-24
7619,"Tanaka Co.,Ltd.",TANAKA CO LTD,Technology,Electronics & Computer Distribution,Japan,https://www.tanakashoji.co.jp,"Tanaka Co.,Ltd. engages in the wholesale of electrical materials and appliances in Japan. The company offers fluorescent and incandescent light fixtures, HID fixtures, explosion-proof fixtures, ventilation and duct fans, and LED fixtures; and high and low voltage power cables, communication cables, insulation cables, synthetic rubber wires, steel conduits, vinyl chloride pipes, synthetic resin flexible conduits, and various accessories. It provides high voltage power receiving equipment, power distribution boards, control equipment, wiring equipment, electric circuit equipment, communication equipment, disaster prevention equipment, and sound equipment. In addition, the company offers home appliances, housing equipment, OA equipment, and solar power generation equipment; and concrete and steel pipe poles, wire materials, measuring equipment, power tools, security equipment, etc. Tanaka Co.,Ltd. was founded in 1950 and is headquartered in Tokyo, Japan.",441.0,6922899968.0,JPY,JPX,855.0,848.0,yfinance,2025-10-24
